phase,sleepHours,sleepQuality,energy,mood,muscleSoreness,sleepDebt,acuteLoad,chronicLoad,recoveryScore
Follicular,7.0,4,4,3,1,1.0,4.7,0.0,61.0
Menstrual,6.4,3,2,1,3,1.6,390.8,455.4,27.4
Early Luteal,8.6,5,4,3,2,0.0,117.4,201.5,75.3
Follicular,7.0,3,4,3,1,1.0,14.2,50.6,60.9
Menstrual,8.3,5,3,3,2,0.0,196.5,102.8,65.7
Late Luteal,5.7,3,2,1,2,2.3,341.6,386.7,30.2
Menstrual,8.2,4,3,3,2,0.0,109.6,168.1,60.2
Menstrual,5.9,4,4,4,1,2.1,110.3,148.2,52.3
Early Luteal,6.5,3,4,3,2,1.5,191.7,291.7,47.5
Menstrual,7.2,3,2,3,2,0.8,332.9,271.7,46.5
Follicular,6.8,4,4,3,1,1.2,95.4,195.4,66.5
Follicular,7.6,4,3,4,2,0.4,125.7,110.7,64.0
Early Luteal,8.1,4,2,3,5,0.0,760.4,698.0,35.3
Early Luteal,7.1,4,4,4,2,0.9,149.9,249.9,58.2
Late Luteal,5.8,3,3,1,2,2.2,95.7,91.5,32.3
Late Luteal,5.4,4,3,3,3,2.6,406.7,458.6,31.5
Early Luteal,6.4,3,2,2,2,1.6,106.2,69.9,40.3
Follicular,8.3,4,5,4,3,0.0,290.8,313.3,65.6
Late Luteal,8.3,4,3,2,2,0.0,122.2,90.8,56.6
Late Luteal,5.3,2,1,1,4,2.7,477.8,372.1,6.0
Menstrual,7.0,3,2,3,4,1.0,587.0,629.7,24.3
Follicular,7.0,3,4,3,1,1.0,114.3,0.0,56.5
Late Luteal,8.1,3,3,3,2,0.0,362.4,372.7,50.1
Early Luteal,7.2,4,3,2,2,0.8,194.8,259.2,61.9
Late Luteal,7.8,3,3,2,1,0.2,75.4,25.2,62.2
Late Luteal,8.0,4,3,1,2,0.0,260.8,232.9,57.0
Ovulation,7.0,3,3,3,3,1.0,430.6,479.0,46.3
Ovulation,8.4,4,4,3,2,0.0,96.9,146.4,78.3
Ovulation,7.0,3,2,3,3,1.0,351.3,304.1,40.0
Menstrual,5.2,2,1,2,2,2.8,230.3,132.6,19.7
Follicular,7.1,3,3,3,2,0.9,237.4,337.4,51.0
Menstrual,7.0,2,2,1,2,1.0,69.2,158.8,40.3
Late Luteal,6.6,3,3,2,2,1.4,133.5,116.3,42.8
Menstrual,4.9,2,3,2,2,3.1,226.2,164.6,23.6
Late Luteal,6.8,2,2,1,2,1.2,325.4,329.0,33.3
Follicular,8.1,4,4,3,3,0.0,318.1,285.2,57.2
Follicular,7.0,3,3,3,5,1.0,674.9,577.0,25.7
Menstrual,6.7,2,2,2,3,1.3,304.5,357.6,29.6
Late Luteal,4.8,2,1,2,4,3.2,668.6,618.7,0.0
Menstrual,6.6,2,2,2,4,1.4,580.6,457.1,14.6
Late Luteal,6.4,3,2,1,2,1.6,263.0,208.6,37.2
Early Luteal,6.3,3,4,4,2,1.7,86.4,65.5,54.0
Follicular,8.3,4,3,3,3,0.0,386.0,264.3,53.9
Follicular,6.9,4,4,4,2,1.1,178.9,166.3,60.6
Follicular,6.6,3,3,4,2,1.4,126.8,167.7,54.3
Early Luteal,7.4,3,2,3,2,0.6,134.3,234.3,54.6
Ovulation,7.8,4,3,3,2,0.2,129.6,59.8,67.0
Follicular,7.6,4,4,5,2,0.4,127.7,0.0,61.6
Late Luteal,6.1,3,3,2,1,1.9,56.4,80.8,46.0
Early Luteal,5.1,3,3,3,1,2.9,149.7,179.2,35.8
Early Luteal,6.4,3,3,3,4,1.6,433.4,434.8,25.0
Menstrual,6.7,3,3,2,2,1.3,120.7,182.3,48.5
Menstrual,6.2,4,3,3,1,1.8,30.1,0.0,50.4
Follicular,8.4,4,3,4,3,0.0,336.2,386.7,54.8
Late Luteal,7.4,3,3,2,1,0.6,111.5,183.8,56.7
Late Luteal,5.8,3,3,3,2,2.2,145.2,127.0,37.9
Early Luteal,7.5,4,3,3,2,0.5,197.1,203.6,55.5
Late Luteal,7.6,3,3,3,2,0.4,159.4,141.0,51.7
Late Luteal,6.6,1,2,2,3,1.4,421.6,521.6,19.1
Ovulation,8.2,5,4,5,1,0.0,145.8,167.7,76.4
Follicular,8.0,4,3,5,2,0.0,417.0,386.6,61.3
Late Luteal,8.1,4,3,3,3,0.0,360.1,254.3,51.3
Follicular,7.9,4,3,4,2,0.1,231.0,192.4,58.5
Ovulation,7.3,5,4,5,4,0.7,683.0,679.7,49.1
Follicular,5.1,3,4,4,1,2.9,34.5,11.5,44.8
Ovulation,7.5,5,4,4,4,0.5,483.1,409.4,52.8
Ovulation,7.5,5,4,5,2,0.5,167.6,0.0,77.4
Follicular,6.5,3,4,4,2,1.5,273.0,302.1,48.0
Early Luteal,6.0,2,2,3,2,2.0,242.9,323.9,28.6
Early Luteal,6.4,2,3,3,2,1.6,212.4,212.5,32.9
Menstrual,7.5,5,4,4,3,0.5,403.2,489.8,50.1
Follicular,7.1,4,4,4,1,0.9,100.3,168.9,69.1
Follicular,7.0,3,3,2,3,1.0,427.4,527.4,37.3
Late Luteal,6.7,3,3,2,1,1.3,98.1,56.6,48.9
Early Luteal,7.9,4,3,3,1,0.1,131.5,102.1,71.2
Early Luteal,3.8,3,3,3,1,4.2,69.1,73.6,32.8
Menstrual,7.0,3,2,2,2,1.0,188.6,102.8,47.7
Ovulation,7.3,4,5,4,2,0.7,196.7,170.4,62.4
Late Luteal,9.5,5,3,4,5,0.0,785.5,885.5,48.9
Late Luteal,5.5,3,2,1,2,2.5,116.6,88.0,35.4
Follicular,6.7,4,4,4,3,1.3,325.2,376.4,47.6
Early Luteal,8.4,4,4,4,1,0.0,105.4,29.1,70.6
Early Luteal,6.9,3,3,4,1,1.1,13.5,8.0,60.8
Menstrual,6.4,1,1,1,2,1.6,202.9,171.9,22.7
Follicular,5.4,3,3,3,2,2.6,133.9,210.5,38.2
Follicular,6.7,4,3,4,3,1.3,337.3,437.3,41.9
Follicular,7.5,3,2,3,4,0.5,467.4,415.7,36.0
Menstrual,5.7,3,2,2,2,2.3,294.8,236.3,27.9
Follicular,7.8,4,4,3,2,0.2,131.1,66.3,67.3
Late Luteal,5.9,2,3,2,1,2.1,34.7,0.0,44.9
Follicular,7.2,4,4,4,1,0.8,154.0,165.0,62.0
Late Luteal,6.3,2,2,3,4,1.7,570.8,537.1,14.2
Follicular,7.5,4,4,3,3,0.5,258.8,180.8,51.3
Early Luteal,6.3,4,4,4,3,1.7,306.3,406.3,40.5
Late Luteal,5.7,3,2,3,2,2.3,53.0,122.9,40.4
Follicular,8.3,4,4,2,1,0.0,147.3,235.9,71.7
Early Luteal,7.4,3,3,4,2,0.6,242.4,335.0,45.6
Early Luteal,4.7,1,3,3,1,3.3,10.5,0.0,26.1
Menstrual,5.4,2,2,2,2,2.6,17.6,10.2,26.3
Late Luteal,7.5,4,3,3,2,0.5,172.0,229.5,58.6
Early Luteal,6.7,2,2,2,2,1.3,223.7,177.6,40.6
Early Luteal,6.7,3,3,4,3,1.3,516.1,518.0,39.9
Follicular,5.9,2,3,2,4,2.1,536.5,494.6,13.4
Late Luteal,6.1,2,2,1,3,1.9,315.6,387.6,20.9
Follicular,6.6,3,3,3,3,1.4,330.9,354.1,40.1
Menstrual,7.1,3,3,3,2,0.9,166.1,141.5,44.4
Menstrual,4.9,3,1,4,5,3.1,800.0,793.6,0.0
Menstrual,7.2,3,3,2,2,0.8,171.0,271.0,52.1
Early Luteal,8.6,5,3,4,2,0.0,219.8,319.8,77.2
Follicular,7.1,5,4,4,2,0.9,153.7,70.9,61.8
Follicular,6.4,4,2,4,4,1.6,603.1,683.5,33.0
Follicular,8.2,5,5,4,2,0.0,123.2,132.9,75.5
Early Luteal,6.3,3,2,3,4,1.7,505.3,567.5,24.8
Menstrual,8.1,4,3,2,2,0.0,147.3,180.2,59.5
Follicular,8.4,4,5,5,1,0.0,93.4,80.3,76.7
Early Luteal,6.1,3,3,2,2,1.9,188.0,65.7,40.4
Late Luteal,8.1,4,4,3,2,0.0,182.0,126.3,65.9
Follicular,8.9,5,4,4,2,0.0,146.8,200.9,78.7
Follicular,7.7,3,3,3,4,0.3,612.4,700.8,37.1
Late Luteal,8.2,5,3,3,2,0.0,178.1,254.0,63.8
Follicular,7.5,5,4,4,2,0.5,221.9,291.0,65.8
Early Luteal,6.5,3,2,3,3,1.5,289.4,295.1,43.6
Late Luteal,5.2,3,3,3,1,2.8,29.0,129.0,38.9
Late Luteal,6.6,4,3,4,2,1.4,258.3,137.7,44.3
Ovulation,7.9,4,5,4,1,0.1,101.3,125.1,78.3
Follicular,5.6,3,4,4,2,2.4,89.8,189.8,41.3
Follicular,6.3,3,4,3,1,1.7,2.9,0.0,57.8
Early Luteal,8.4,4,2,3,2,0.0,134.2,176.7,63.8
Follicular,7.6,5,5,4,1,0.4,75.7,175.7,77.5
Ovulation,8.7,5,5,5,1,0.0,121.7,43.5,83.1
Ovulation,8.6,5,5,4,1,0.0,65.4,129.1,85.3
Follicular,5.3,4,1,2,3,2.7,309.9,344.4,34.1
Menstrual,5.6,3,2,2,4,2.4,642.3,621.4,14.8
Follicular,8.4,5,4,5,3,0.0,425.3,249.8,66.2
Follicular,7.0,3,3,4,2,1.0,229.1,197.6,47.8
Follicular,9.5,4,5,4,2,0.0,217.6,84.4,72.9
Ovulation,6.4,4,4,5,2,1.6,170.4,173.4,56.1
Follicular,6.7,2,4,3,2,1.3,203.5,266.2,46.6
Late Luteal,4.9,1,2,2,1,3.1,112.2,148.2,24.0
Follicular,7.4,5,4,4,3,0.6,277.6,254.6,66.3
Follicular,7.9,4,4,3,1,0.1,70.7,170.0,72.7
Early Luteal,6.2,3,3,3,2,1.8,198.1,45.8,46.4
Ovulation,7.2,4,3,5,3,0.8,330.7,367.2,52.1
Ovulation,6.2,3,3,3,2,1.8,206.9,211.8,44.9
Ovulation,6.5,4,2,2,5,1.5,800.0,608.6,29.5
Follicular,8.3,4,3,4,4,0.0,514.3,502.4,43.9
Late Luteal,7.7,3,2,3,3,0.3,436.6,453.1,39.9
Follicular,7.0,3,4,4,2,1.0,48.1,0.0,54.1
Early Luteal,7.8,4,4,4,2,0.2,279.9,358.1,59.5
Follicular,7.3,5,4,5,2,0.7,302.2,122.7,61.3
Follicular,6.8,3,4,4,1,1.2,68.2,150.6,51.1
Menstrual,6.9,2,2,2,3,1.1,317.8,361.6,31.2
Ovulation,6.0,3,4,4,1,2.0,62.9,0.0,56.8
Menstrual,6.9,3,2,2,2,1.1,136.4,157.5,35.7
Late Luteal,6.2,3,3,2,1,1.8,16.6,116.6,44.5
Follicular,8.3,4,4,4,1,0.0,145.3,213.1,76.1
Ovulation,7.1,4,5,5,1,0.9,77.9,160.6,70.4
Early Luteal,6.8,3,3,4,3,1.2,433.6,322.5,40.5
Follicular,5.5,3,2,3,5,2.5,800.0,849.7,6.1
Menstrual,7.9,5,2,3,3,0.1,315.1,296.3,56.2
Ovulation,4.8,2,2,3,3,3.2,383.4,352.8,12.4
Early Luteal,7.1,4,3,3,3,0.9,348.5,278.8,51.9
Ovulation,7.9,4,4,3,2,0.1,67.2,96.9,68.4
Follicular,6.0,4,3,3,2,2.0,99.6,113.5,51.5
Late Luteal,5.0,1,2,1,1,3.0,46.7,146.7,28.1
Late Luteal,6.9,3,3,3,2,1.1,199.3,212.6,41.4
Early Luteal,6.1,2,3,1,2,1.9,145.3,245.3,38.4
Early Luteal,7.0,3,3,4,2,1.0,108.5,208.5,48.4
Late Luteal,6.8,2,2,2,2,1.2,157.4,92.9,39.5
Late Luteal,4.6,2,3,2,1,3.4,35.3,135.3,29.8
Early Luteal,6.0,3,3,3,2,2.0,207.3,97.0,38.6
Ovulation,7.8,4,4,3,3,0.2,535.7,432.5,54.8
Late Luteal,6.4,2,2,1,3,1.6,371.8,375.5,27.8
Early Luteal,6.9,3,3,3,2,1.1,110.6,210.6,54.4
Follicular,8.7,4,4,4,2,0.0,321.1,143.3,70.6
Early Luteal,6.4,3,2,2,4,1.6,511.5,611.5,30.0
Ovulation,8.4,4,4,4,2,0.0,194.2,294.2,67.2
Menstrual,5.8,3,2,2,2,2.2,141.7,71.3,36.7
Menstrual,6.2,3,2,2,3,1.8,331.6,431.6,24.2
Menstrual,6.3,2,3,1,1,1.7,125.8,225.8,38.2
Ovulation,7.2,4,4,4,1,0.8,85.6,185.6,71.5
Late Luteal,7.3,4,3,4,1,0.7,50.7,0.0,65.6
Menstrual,5.9,2,2,2,2,2.1,258.0,326.2,25.1
Ovulation,7.8,4,4,3,2,0.2,266.9,168.3,64.3
Ovulation,5.0,1,3,3,2,3.0,137.1,100.4,29.7
Menstrual,7.1,4,4,4,3,0.9,325.1,348.3,44.4
Late Luteal,5.9,3,2,3,2,2.1,305.8,405.8,33.5
Follicular,7.9,4,4,3,1,0.1,93.3,119.3,72.2
Early Luteal,7.7,5,4,4,2,0.3,284.2,195.6,66.7
Menstrual,5.6,3,3,2,2,2.4,116.0,46.6,35.0
Menstrual,6.5,4,3,3,4,1.5,667.0,730.4,26.7
Late Luteal,6.3,3,2,2,2,1.7,171.9,46.2,42.6
Early Luteal,7.9,4,3,3,4,0.1,678.5,702.2,43.6
Follicular,7.6,5,4,4,2,0.4,113.1,213.1,67.3
Late Luteal,6.2,2,2,3,2,1.8,145.9,211.7,37.7
Follicular,7.6,5,5,5,3,0.4,325.6,386.5,60.0
Menstrual,5.1,2,3,3,2,2.9,160.0,243.4,29.6
Late Luteal,6.1,3,2,2,1,1.9,42.8,105.7,49.9
Follicular,8.3,5,5,5,2,0.0,351.3,113.7,75.7
Ovulation,6.6,5,4,4,2,1.4,198.6,179.8,62.6
Early Luteal,6.2,2,2,2,4,1.8,515.2,331.9,18.4
Early Luteal,7.4,3,4,4,1,0.6,116.2,163.7,63.0
Late Luteal,6.4,4,3,3,1,1.6,43.4,143.4,50.8
Late Luteal,7.3,5,4,3,1,0.7,72.5,22.8,72.6
Ovulation,4.9,3,3,3,2,3.1,173.5,126.1,39.5
Ovulation,7.9,3,3,3,2,0.1,139.3,117.7,61.4
Ovulation,7.2,5,4,5,2,0.8,84.0,125.8,76.2
Menstrual,5.2,2,2,2,2,2.8,77.7,8.7,23.5
Late Luteal,6.1,2,2,2,1,1.9,22.3,33.1,38.6
Late Luteal,6.8,2,2,2,3,1.2,486.3,530.0,25.2
Menstrual,6.5,3,2,3,2,1.5,96.2,18.5,45.7
Menstrual,5.5,3,3,2,1,2.5,23.2,0.0,45.8
Early Luteal,7.2,4,3,3,2,0.8,119.6,159.5,56.7
Late Luteal,6.0,4,3,3,2,2.0,158.6,207.6,39.8
Late Luteal,7.7,4,3,3,3,0.3,345.7,364.9,52.2
Late Luteal,6.8,2,2,2,2,1.2,114.1,13.8,35.1
Early Luteal,6.1,3,3,3,3,1.9,225.6,170.8,34.0
Ovulation,7.7,4,4,4,1,0.3,129.2,105.6,76.6
Late Luteal,7.5,4,3,3,2,0.5,325.2,301.7,54.1
Late Luteal,5.8,1,2,2,2,2.2,130.1,55.5,26.0
Menstrual,8.2,4,3,3,2,0.0,206.7,48.3,58.2
Follicular,7.4,5,3,4,4,0.6,500.1,473.9,52.8
Early Luteal,6.3,4,4,3,2,1.7,106.5,114.6,51.6
Late Luteal,6.9,3,2,2,3,1.1,406.7,393.0,30.4
Early Luteal,5.5,3,2,3,2,2.5,192.4,102.1,38.9
Menstrual,5.8,2,2,1,2,2.2,240.5,340.5,24.8
Early Luteal,5.9,4,2,2,2,2.1,117.6,123.6,46.0
Menstrual,8.0,3,4,3,1,0.0,85.7,49.3,59.3
Early Luteal,8.1,4,4,4,3,0.0,587.8,583.6,51.3
Late Luteal,7.8,3,2,2,5,0.2,800.0,748.8,25.3
Ovulation,7.4,5,4,5,2,0.6,346.2,235.6,69.3
Early Luteal,6.2,3,4,3,1,1.8,82.0,0.0,50.6
Late Luteal,6.9,2,3,2,1,1.1,28.6,44.7,40.1
Menstrual,7.0,3,2,1,3,1.0,551.2,528.2,31.0
Early Luteal,7.4,5,4,4,1,0.6,100.1,200.1,71.9
Follicular,6.4,2,3,4,3,1.6,282.5,239.0,35.0
Late Luteal,5.9,3,2,1,2,2.1,142.7,102.2,39.9
Menstrual,6.6,3,3,3,2,1.4,120.3,140.5,42.7
Follicular,9.1,5,4,3,4,0.0,743.3,758.1,57.6
Early Luteal,7.3,4,2,2,5,0.7,703.0,567.2,33.1
Early Luteal,5.9,2,2,3,3,2.1,313.7,310.0,26.6
Late Luteal,5.2,3,3,2,2,2.8,162.5,176.6,23.6
Ovulation,7.2,4,4,4,2,0.8,148.6,133.3,62.6
Follicular,8.0,4,3,4,5,0.0,770.5,870.5,40.0
Follicular,8.4,5,5,4,3,0.0,475.5,444.0,64.4
Early Luteal,6.6,2,3,3,1,1.4,118.4,110.9,49.9
Follicular,7.3,4,4,4,3,0.7,429.3,426.5,46.3
Late Luteal,7.4,4,2,2,1,0.6,104.6,15.7,62.2
Follicular,7.2,5,4,5,2,0.8,278.7,189.1,63.0
Late Luteal,8.5,5,4,3,1,0.0,118.8,9.2,78.4
Follicular,8.0,4,4,5,2,0.0,249.6,265.8,65.2
Follicular,6.4,4,4,4,1,1.6,57.3,83.6,63.5
Follicular,9.2,4,4,4,2,0.0,141.0,204.4,71.5
Follicular,8.0,4,3,2,2,0.0,119.9,65.3,62.4
Early Luteal,5.8,3,2,3,3,2.2,356.1,419.0,32.6
Follicular,8.7,5,4,4,3,0.0,309.9,294.1,65.3
Early Luteal,7.0,3,2,2,3,1.0,283.1,365.5,41.7
Follicular,6.7,3,2,3,3,1.3,381.9,381.2,32.7
Early Luteal,6.5,3,2,3,4,1.5,537.4,598.1,27.0
Menstrual,7.0,3,3,3,2,1.0,112.7,212.7,43.0
Late Luteal,6.0,2,2,2,1,2.0,68.4,0.0,39.0
Follicular,7.8,4,5,5,1,0.2,59.7,69.7,71.0
Follicular,8.5,5,4,4,1,0.0,66.6,148.4,86.3
Follicular,8.0,5,3,4,4,0.0,674.2,655.2,52.8
Ovulation,7.3,4,3,4,1,0.7,83.5,0.0,67.0
Late Luteal,4.7,1,1,2,2,3.3,217.5,64.5,7.9
Early Luteal,8.2,4,4,2,2,0.0,160.9,142.1,63.7
Menstrual,6.1,3,2,3,2,1.9,183.6,122.0,37.1
Menstrual,6.1,4,3,3,2,1.9,223.8,142.9,48.4
Late Luteal,6.6,3,2,2,2,1.4,164.5,163.0,42.6
Late Luteal,6.3,3,2,2,2,1.7,190.2,198.5,40.7
Follicular,6.6,4,4,4,1,1.4,151.9,101.4,61.8
Menstrual,6.8,2,2,2,5,1.2,673.9,600.9,12.8
Late Luteal,6.9,2,1,2,4,1.1,616.7,592.8,20.7
Late Luteal,6.3,2,3,2,1,1.7,34.7,71.9,41.7
Follicular,7.4,5,3,4,5,0.6,800.0,743.2,38.6
Ovulation,7.8,4,4,4,3,0.2,351.3,378.4,67.6
Follicular,6.5,3,3,4,2,1.5,171.4,123.6,48.3
Follicular,8.7,5,4,5,2,0.0,251.4,257.0,70.0
Ovulation,7.5,4,4,4,2,0.5,225.9,264.2,61.9
Follicular,6.2,4,2,2,4,1.8,679.1,779.1,28.8
Early Luteal,7.0,1,2,3,2,1.0,122.3,0.0,40.4
Ovulation,6.1,2,3,4,2,1.9,232.1,332.1,38.1
Ovulation,5.6,3,4,3,2,2.4,128.5,202.3,45.0
Late Luteal,6.7,3,2,3,1,1.3,140.7,150.5,47.2
Menstrual,6.8,3,2,3,3,1.2,236.0,163.0,35.0
Late Luteal,7.5,4,3,3,1,0.5,223.3,323.3,60.2
Late Luteal,6.4,4,3,3,2,1.6,127.2,227.2,47.6
Late Luteal,5.9,2,2,2,3,2.1,334.6,362.2,16.7
Follicular,7.0,2,3,3,2,1.0,264.3,305.4,41.7
Follicular,7.0,3,3,3,3,1.0,434.0,374.5,35.4
Follicular,7.7,4,3,2,2,0.3,133.2,182.3,56.9
Menstrual,6.1,2,2,2,2,1.9,210.8,192.0,30.1
Follicular,7.1,4,4,4,1,0.9,61.9,0.0,69.6
Early Luteal,6.1,3,2,4,2,1.9,264.4,220.0,38.0
Follicular,7.3,4,3,3,2,0.7,123.3,166.5,63.5
Menstrual,8.2,4,2,2,3,0.0,262.5,362.5,50.7
Late Luteal,6.8,4,3,2,2,1.2,141.3,52.3,46.9
Follicular,6.2,4,4,3,2,1.8,164.9,253.9,55.3
Late Luteal,5.5,3,3,2,1,2.5,86.4,88.0,35.3
Late Luteal,5.4,2,1,2,3,2.6,262.7,155.3,16.5
Follicular,8.3,5,4,4,2,0.0,273.2,342.8,70.0
Menstrual,7.0,3,3,2,3,1.0,472.2,476.8,30.2
Ovulation,6.6,3,3,4,2,1.4,69.0,42.3,52.9
Follicular,8.1,5,4,4,3,0.0,454.6,464.7,66.1
Late Luteal,7.0,2,3,2,2,1.0,295.0,316.9,34.4
Menstrual,7.7,4,3,3,3,0.3,354.5,343.2,47.9
Menstrual,5.5,3,2,2,2,2.5,88.5,33.5,32.4
Early Luteal,9.4,5,4,4,1,0.0,130.2,230.2,84.2
Follicular,7.7,4,4,3,2,0.3,135.9,120.9,72.8
Menstrual,7.6,3,3,3,1,0.4,148.1,24.1,59.6
Late Luteal,7.7,4,4,3,2,0.3,192.6,133.5,58.4
Late Luteal,6.2,2,2,2,3,1.8,254.7,259.3,26.9
Follicular,6.6,3,4,3,2,1.4,270.7,370.7,43.5
Menstrual,5.8,2,1,2,2,2.2,121.4,218.5,28.7
Follicular,7.8,4,4,3,2,0.2,166.9,49.0,66.3
Early Luteal,5.2,4,4,4,2,2.8,127.6,63.1,49.4
Late Luteal,5.8,2,2,2,2,2.2,254.1,297.5,25.6
Menstrual,7.3,3,4,3,1,0.7,94.4,78.6,55.5
Menstrual,5.6,2,1,1,2,2.4,58.6,94.8,25.7
Follicular,7.7,3,3,4,1,0.3,81.2,12.2,63.6
Ovulation,6.5,3,3,4,4,1.5,458.7,477.2,31.6
Menstrual,6.2,3,2,2,3,1.8,474.5,516.6,27.4
Follicular,6.7,3,3,3,4,1.3,584.0,684.0,27.1
Late Luteal,6.9,3,3,3,2,1.1,259.9,232.7,42.1
Early Luteal,5.1,3,2,2,4,2.9,582.5,455.9,15.4
Follicular,7.4,4,2,3,2,0.6,143.5,243.5,60.1
Early Luteal,7.5,4,2,3,3,0.5,395.3,426.4,52.9
Follicular,6.8,3,4,4,1,1.2,74.1,115.0,53.0
Early Luteal,6.8,4,4,4,1,1.2,9.4,19.3,61.9
Follicular,6.3,4,4,5,2,1.7,171.1,214.7,51.7
Late Luteal,6.2,3,3,3,1,1.8,88.8,70.9,47.9
Follicular,7.1,4,3,4,2,0.9,207.7,175.2,55.7
Late Luteal,5.8,2,2,2,3,2.2,391.0,321.1,16.9
Late Luteal,6.5,3,3,3,2,1.5,182.2,249.9,45.0
Late Luteal,6.7,3,3,2,3,1.3,291.8,379.2,35.7
Late Luteal,6.0,2,2,2,1,2.0,201.1,269.9,39.1
Late Luteal,7.8,4,3,3,1,0.2,47.1,9.7,66.9
Menstrual,6.3,2,2,2,2,1.7,338.9,220.7,25.8
Early Luteal,7.2,5,3,3,4,0.8,526.5,508.6,44.0
Late Luteal,4.9,2,2,2,2,3.1,178.2,214.8,21.9
Follicular,4.7,2,3,3,1,3.3,109.7,143.2,36.7
Menstrual,5.8,2,3,2,2,2.2,135.0,20.2,33.5
Follicular,7.2,5,4,4,2,0.8,376.7,439.3,59.6
Follicular,6.5,3,4,4,2,1.5,116.5,216.5,52.8
Follicular,6.6,3,3,3,3,1.4,394.8,263.6,43.7
Early Luteal,6.7,3,3,3,1,1.3,46.5,0.0,54.0
Menstrual,7.9,5,3,2,2,0.1,310.9,285.0,62.3
Follicular,8.2,4,3,4,2,0.0,146.2,229.2,65.1
Follicular,8.7,5,4,5,2,0.0,218.3,268.5,78.9
Late Luteal,7.4,4,3,3,2,0.6,268.3,175.1,53.2
Follicular,7.1,5,3,3,2,0.9,337.1,159.0,62.8
Early Luteal,7.6,5,3,4,3,0.4,399.2,342.0,57.1
Follicular,7.0,3,3,3,2,1.0,71.6,66.7,53.6
Follicular,8.7,5,3,3,3,0.0,428.5,510.6,62.7
Early Luteal,7.0,3,3,2,3,1.0,373.7,427.5,41.2
Follicular,8.8,5,3,3,3,0.0,256.7,235.3,67.4
Ovulation,7.3,5,4,4,2,0.7,98.3,26.2,72.5
Follicular,5.9,4,3,4,3,2.1,236.0,254.5,38.8
Late Luteal,5.3,3,3,3,1,2.7,41.9,0.0,43.5
Follicular,8.7,5,4,5,2,0.0,161.3,259.4,81.2
Menstrual,7.1,4,2,2,2,0.9,185.3,91.7,54.8
Follicular,7.4,5,4,3,2,0.6,99.8,16.5,66.8
Late Luteal,7.0,3,2,1,3,1.0,299.5,385.7,32.4
Early Luteal,6.1,4,2,3,1,1.9,182.7,282.7,56.5
Ovulation,8.3,4,5,5,2,0.0,36.9,0.0,71.9
Follicular,8.4,4,4,3,1,0.0,105.6,110.9,77.0
Follicular,7.6,4,3,3,3,0.4,423.9,461.8,55.3
Follicular,7.2,4,4,5,1,0.8,33.4,14.1,69.8
Menstrual,6.5,3,3,2,3,1.5,324.4,222.9,35.5
Late Luteal,6.2,3,2,1,2,1.8,253.7,149.8,37.6
Early Luteal,6.2,4,2,2,4,1.8,672.8,686.4,30.1
Early Luteal,6.7,3,3,3,2,1.3,181.6,154.2,50.8
Follicular,6.0,3,3,4,1,2.0,31.3,19.6,54.5
Late Luteal,7.1,3,4,4,2,0.9,315.5,126.2,41.7
Late Luteal,6.1,2,3,3,2,1.9,306.5,297.4,32.5
Follicular,5.5,3,2,1,5,2.5,800.0,900.0,16.4
Menstrual,6.6,3,2,2,1,1.4,95.1,119.6,44.4
Menstrual,7.1,4,3,3,1,0.9,3.9,103.9,64.7
Early Luteal,7.4,3,3,3,2,0.6,279.9,379.9,51.8
Follicular,8.2,4,3,3,3,0.0,261.1,255.7,59.5
Early Luteal,5.4,4,3,3,2,2.6,223.5,201.3,40.7
Late Luteal,6.4,2,1,1,4,1.6,461.7,480.5,9.6
Follicular,6.2,2,2,4,3,1.8,492.2,489.5,24.3
Follicular,8.8,5,4,4,1,0.0,163.6,67.7,83.7
Early Luteal,5.6,3,4,4,2,2.4,79.6,127.0,46.8
Follicular,7.5,5,5,4,2,0.5,184.0,90.2,74.6
Follicular,5.5,4,4,4,3,2.5,554.0,555.9,32.1
Follicular,7.8,5,4,4,3,0.2,352.2,452.2,56.1
Early Luteal,7.8,3,3,3,2,0.2,141.6,0.0,61.3
Late Luteal,7.1,4,3,1,2,0.9,371.2,302.1,51.9
Ovulation,6.8,3,3,4,3,1.2,451.6,378.0,35.7
Menstrual,7.2,4,2,2,1,0.8,177.7,158.4,58.7
Ovulation,7.4,5,4,5,1,0.6,131.1,86.1,66.7
Follicular,7.1,3,2,3,4,0.9,609.3,577.0,29.3
Ovulation,7.6,4,4,4,1,0.4,50.8,117.3,71.3
Ovulation,7.7,5,5,5,1,0.3,48.2,0.0,90.2
Follicular,7.2,3,3,2,2,0.8,165.8,129.3,53.4
Follicular,5.8,3,3,4,2,2.2,317.2,417.2,38.6
Follicular,6.9,2,3,3,1,1.1,51.7,0.0,50.3
Follicular,7.5,4,4,4,2,0.5,229.6,175.3,63.4
Menstrual,6.6,3,2,2,2,1.4,203.2,276.2,44.6
Early Luteal,5.7,2,2,3,3,2.3,435.3,314.8,19.9
Early Luteal,7.1,4,3,4,1,0.9,128.6,210.4,65.0
Early Luteal,7.0,3,3,4,2,1.0,210.2,310.2,49.4
Late Luteal,5.3,3,2,2,2,2.7,199.5,210.1,30.3
Follicular,7.4,4,4,4,1,0.6,12.6,23.0,65.3
Ovulation,5.9,2,2,3,3,2.1,312.9,288.5,29.8
